state,city,year,CVAPCity,PctCauc,PctB,PctLH,PctAPI,PctAME,PctSA,PctIndO,medianM,meanM,S,ESType,enep,enepWoman,enepColor,enlp,enlpWoman,enlpColor,Women_run,Women_win,MS,State,d,Women_run_e,Women_run_d,Women_win_e,Women_win_d
AUS,Parramatta,2017,NA,14,NA,NA,46,NA,NA,NA,3,3,15,STV,3.853189409355504,3.655430988933273,3.6003590253143196,3.169014084507042,1.8823529411764703,1.9836065573770496,27,4,45,AUS,Rosehill,4,1,4,1
AUS,Strathfield,2017,NA,14,NA,NA,41,NA,NA,NA,7,7,7,STV,3.5659481013650467,3.551374464778591,3.5659481013650467,3.266666666666667,2.571428571428571,1,18,4,49,AUS,city,4,4,4,4
AUS,Sydney,2016,NA,34,NA,NA,11,NA,NA,NA,10,10,10,STV,2.754834652850883,2.7534300025300738,2.4365475340463645,2.380952380952381,2.380952380952381,1.6,18,7,100,AUS,city,7,7,7,7
CA,Agoura Hills ,2015,NA,83,2,11,6,NA,NA,NA,2,2,5,ALP,1,NA,NA,1,NA,NA,0,0,10,CA,city,0,0,0,0
CA,Agoura Hills ,2018,NA,83,2,11,6,NA,NA,NA,3,3,5,ALP,1.8901572456439144,1,NA,1.7999999999999998,1,NA,1,1,15,CA,city,1,1,1,1
CA,Alameda,2014,NA,49,7,12,33,NA,NA,NA,2,2,5,ALP,1,NA,NA,1,NA,NA,0,0,10,CA,city,0,0,0,0
CA,Alameda,2016,NA,49,7,12,33,NA,NA,NA,2,2,5,ALP,1.4281321515526393,1.4281321515526393,1,1,1,1,4,2,10,CA,city,2,2,2,2
CA,Alameda,2018,NA,49,7,12,33,NA,NA,NA,2,2,5,ALP,1.4248113954326915,NA,1,1,NA,1,0,0,10,CA,city,0,0,0,0
CA,Albany,2016,NA,61,3,10,29,NA,NA,NA,3,3,5,ALP,1.1930710181028523,1,NA,1,NA,NA,1,0,15,CA,city,0,0,0,0
CA,Albany,2018,NA,61,3,10,29,NA,NA,NA,2,2,5,ALP,1,1,NA,1,1,NA,2,2,10,CA,city,2,2,2,2
CA,Alhambra ,2016,NA,28,2,34,53,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,3,0,0,0,0
CA,Alhambra ,2016,NA,28,2,34,53,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,4,0,0,0,0
CA,Alhambra ,2018,NA,28,2,34,53,NA,NA,NA,1,1,5,SSD,1.3065827149758102,1.3065827149758102,1.3065827149758102,1,1,1,5,2,5,CA,1,2,1,2,1
CA,Alhambra ,2018,NA,28,2,34,53,NA,NA,NA,1,1,5,SSD,1.3065827149758102,1.3065827149758102,1.3065827149758102,1,1,1,5,2,5,CA,2,2,0,2,0
CA,Alhambra ,2018,NA,28,2,34,53,NA,NA,NA,1,1,5,SSD,1.3065827149758102,1.3065827149758102,1.3065827149758102,1,1,1,5,2,5,CA,5,2,1,2,1
CA,Aliso Viejo,2016,NA,71,3,17,14,NA,NA,NA,2,2,5,ALP,1.7816050998858228,1,NA,2,NA,NA,1,0,10,CA,city,0,0,0,0
CA,Aliso Viejo,2018,NA,71,3,17,14,NA,NA,NA,2,2,5,ALP,1.997826220912472,1,NA,2,1,NA,1,1,10,CA,city,1,1,1,1
CA,Anaheim,2016,NA,60,3,53,15,NA,NA,NA,1,1,6,SSD,1.9744719248440203,1.9744719248440203,1.9744719248440203,1.6,1,1.6,6,2,6,CA,1,2,1,2,1
CA,Anaheim,2016,NA,60,3,53,15,NA,NA,NA,1,1,6,SSD,1.9744719248440203,1.9744719248440203,1.9744719248440203,1.6,1,1.6,6,2,6,CA,3,2,0,2,0
CA,Anaheim,2016,NA,60,3,53,15,NA,NA,NA,1,1,6,SSD,1.9744719248440203,1.9744719248440203,1.9744719248440203,1.6,1,1.6,6,2,6,CA,4,2,1,2,1
CA,Anaheim,2016,NA,60,3,53,15,NA,NA,NA,1,1,6,SSD,1.9744719248440203,1.9744719248440203,1.9744719248440203,1.6,1,1.6,6,2,6,CA,5,2,0,2,0
CA,Anaheim,2018,NA,60,3,53,15,NA,NA,NA,1,1,6,SSD,2.311520069810681,1.980937943515911,NA,1.7999999999999998,1,1,4,1,6,CA,2,1,0,1,0
CA,Anaheim,2018,NA,60,3,53,15,NA,NA,NA,1,1,6,SSD,2.311520069810681,1.980937943515911,NA,1.7999999999999998,1,1,4,1,6,CA,3,1,1,1,1
CA,Anaheim,2018,NA,60,3,53,15,NA,NA,NA,1,1,6,SSD,2.311520069810681,1.980937943515911,NA,1.7999999999999998,1,1,4,1,6,CA,6,1,0,1,0
CA,Antioch,2016,NA,52,18,32,10,NA,NA,NA,2,2,5,ALP,1.5242770164735022,1,1,1,1,1,2,1,10,CA,city,1,1,1,1
CA,Antioch,2018,NA,52,18,32,10,NA,NA,NA,2,2,5,ALP,1.978467170137452,1.978467170137452,NA,2,2,NA,4,2,10,CA,city,2,2,2,2
CA,Arcadia,2016,NA,33,1,13,57,NA,NA,NA,2,2,5,ALP,1,NA,NA,1,NA,NA,0,0,10,CA,city,0,0,0,0
CA,Arcadia,2018,NA,33,1,13,57,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,2,0,0,0,0
CA,Arcadia,2018,NA,33,1,13,57,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,5,0,0,0,0
CA,Arroyo Grande,2016,NA,86,2,13,5,NA,NA,NA,2,2,5,ALP,1.9568472261229517,1.9568472261229517,NA,1,1,NA,3,2,10,CA,city,2,2,2,2
CA,Arroyo Grande,2018,NA,86,2,13,5,NA,NA,NA,2,2,5,ALP,1.83776788644081,1,NA,1,NA,NA,2,0,10,CA,city,0,0,0,0
CA,Artesia,2018,NA,38,4,36,35,NA,NA,NA,3,3,5,ALP,1,1,1,1,1,1,1,1,15,CA,city,1,1,1,1
