d,State,city,year,CVAPCity,CVAPd,PctCauc,PctB,PctLH,PctAPI,PctAME,PctSA,PctIndO,S,M,ESType,candidate,party,win,race,gender,votes,MS,Women_run_d,Women_run_e,Women_win_e,Women_win_d
4,NM,Santa Fe,2018,NA,NA,88,1,55,1,NA,NA,NA,8,1,RCV,JoAnne Vigil Coppler,NA,1,1,1,2121,8,1,3,3,1
1,NM,Santa Fe,2019,NA,NA,88,1,55,1,NA,NA,NA,8,1,RCV,Renee Villarreal,NA,1,2,1,2865,8,1,1,1,1
2,NM,Santa Fe,2019,NA,NA,88,1,55,1,NA,NA,NA,8,1,RCV,Michael Garcia,NA,1,2,0,2345,8,0,1,1,0
3,NM,Santa Fe,2019,NA,NA,88,1,55,1,NA,NA,NA,8,1,RCV,Chris Rivera,NA,1,2,0,845,8,0,1,1,0
1,NY,New Rochelle,2015,NA,NA,44,19,25,5,NA,NA,NA,6,1,SSD,(District 1) Louis J. Trangucci,1,1,1,0,491,6,0,1,1,0
2,NY,New Rochelle,2015,NA,NA,44,19,25,5,NA,NA,NA,6,1,SSD,(District 2) Albert Tarantino Jr.,1,1,1,0,1054,6,0,1,1,0
3,NY,New Rochelle,2015,NA,NA,44,19,25,5,NA,NA,NA,6,1,SSD,(District 3) Jared R. Rice,2,1,3,NA,976,6,0,1,1,0
4,NY,New Rochelle,2015,NA,NA,44,19,25,5,NA,NA,NA,6,1,SSD,(District 4) Ivar Hyden,2,1,1,0,737,6,0,1,1,0
5,NY,New Rochelle,2015,NA,NA,44,19,25,5,NA,NA,NA,6,1,SSD,(District 5) Barry R. Fertel,2,1,1,0,1431,6,0,1,1,0
6,NY,New Rochelle,2015,NA,NA,44,19,25,5,NA,NA,NA,6,1,SSD,(District 6) Elizabeth M. Fried,2,1,1,1,1327,6,1,1,1,1
1,NY,Yonkers,2015,NA,NA,39,15,31,7,NA,NA,NA,6,1,SSD,Christopher A. Johnson,2,1,1,0,2074,6,0,0,0,0
3,NY,Yonkers,2015,NA,NA,39,15,31,7,NA,NA,NA,6,1,SSD,Michael Sabatino,2,1,1,0,1966,6,0,0,0,0
1,NY,Yonkers,2017,NA,NA,39,15,31,7,NA,NA,NA,6,1,SSD,Mike Khader,2,1,4,0,17306,6,0,2,2,0
2,NY,Yonkers,2017,NA,NA,39,15,31,7,NA,NA,NA,6,1,SSD,Corazon Pineda Isaac,2,1,3,1,2137,6,1,2,2,1
3,NY,Yonkers,2017,NA,NA,39,15,31,7,NA,NA,NA,6,1,SSD,Tasha Diaz,2,1,3,1,800,6,1,2,2,1
4,NY,Yonkers,2017,NA,NA,39,15,31,7,NA,NA,NA,6,1,SSD,John Rubbo,1,1,1,0,2934,6,0,2,2,0
6,NY,Yonkers,2017,NA,NA,39,15,31,7,NA,NA,NA,6,1,SSD,Anthony J. Merante,1,1,1,0,2814,6,0,2,2,0
1,NY,Yonkers,2019,NA,NA,39,15,31,7,NA,NA,NA,6,1,SSD,Shanae V. Williams,2,1,3,1,1099,6,1,1,1,1
1,OK,Oklahoma City,2017,NA,NA,67,14,20,5,NA,NA,NA,8,1,SSD,(ward 1) James Greiner,1,1,1,0,864,8,0,0,0,0
3,OK,Oklahoma City,2017,NA,NA,67,14,20,5,NA,NA,NA,8,1,SSD,(ward 3) Larry McAtee,1,1,1,0,431,8,0,0,0,0
4,OK,Oklahoma City,2017,NA,NA,67,14,20,5,NA,NA,NA,8,1,SSD,(ward 4) Todd Stone,1,1,1,0,523,8,0,0,0,0
7,OK,Oklahoma City,2017,NA,NA,67,14,20,5,NA,NA,NA,8,1,SSD,(ward 7) John A Pettis Jr.,2,1,3,0,2473,8,0,0,0,0
2,OK,Oklahoma City,2019,NA,NA,67,14,20,5,NA,NA,NA,8,1,SSD,(ward2) James Cooper,2,1,3,0,2434,8,0,0,0,0
3,WA,Renton,2015,NA,NA,50,9,15,24,NA,NA,NA,7,1,SSD,(position 3) Carol Ann Witschi,2,1,1,0,8176,7,0,1,1,0
4,WA,Renton,2015,NA,NA,50,9,15,24,NA,NA,NA,7,1,SSD,(position 4) Ryan McIrvin,2,1,1,0,7605,7,0,1,1,0
5,WA,Renton,2015,NA,NA,50,9,15,24,NA,NA,NA,7,1,SSD,(position 5) Ed Prince,2,1,3,0,9204,7,0,1,1,0
6,WA,Renton,2015,NA,NA,50,9,15,24,NA,NA,NA,7,1,SSD,(position 6) Ruth Perez,2,1,2,1,9147,7,1,1,1,1
7,WA,Renton,2015,NA,NA,50,9,15,24,NA,NA,NA,7,1,SSD,(position 7) Don Persson,NA,1,1,0,9118,7,0,1,1,0
1,WA,Renton,2017,NA,NA,50,9,15,24,NA,NA,NA,7,1,SSD,(position 1) Randy Corman,2,1,1,0,10920,7,0,1,1,0
2,WA,Renton,2017,NA,NA,50,9,15,24,NA,NA,NA,7,1,SSD,(position 2) Armondo Pavone,2,1,1,0,8241,7,0,1,1,0
6,WA,Renton,2017,NA,NA,50,9,15,24,NA,NA,NA,7,1,SSD,(position 6) Ruth Perez,2,1,2,1,7790,7,1,1,1,1
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Dorienke de Grave-Verkerk,45,1,1,1,1202,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Simion Blom,4,1,3,0,938,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Don Ceder,1.1,1,3,0,4501,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Marijin Bosman,5,1,1,1,3026,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Alexander Hammelburg,5,1,1,0,737,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Hulya Kat,5,1,1,1,742,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Iiana Rooderkerk,5,1,1,1,584,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Jan-Bert Vroege,5,1,1,0,281,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Reiner van Dantzig,5,1,1,0,22454,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Hendrik Jan Biemound,12,1,1,0,895,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Anne Marttin,45,1,1,1,512,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Hala Nehme,45,1,1,1,1675,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Rik Torn,45,1,1,0,543,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Erik Flentge,6.1,1,1,0,453,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Tiers Bakker,6.1,1,1,0,393,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Elisabeth IJmker,4,1,1,1,234,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Nienke van Renssen,4,1,1,1,1778,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Tirza de Fockert,4,1,1,1,1107,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Zeeger Ernsting,4,1,1,0,545,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Jennifer Bloemberg-Issa,40.1,1,1,1,1563,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Johnas van Lammeren,40.1,1,1,0,12559,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Diederik Boomsma,1,1,1,0,6341,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Wil van Soest,9.1,1,1,1,5809,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Anton van Schijndel,6.2,1,1,0,445,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Gerard Kohler,6.2,1,1,0,52,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Kevin Kreuger,6.2,1,1,0,216,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Jazie Veldhuyzen,15.2,1,1,0,227,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Dennis Boutkan,12,1,1,0,537,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Dehlia Timman,5,1,3,1,1976,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Claire Martens,45,1,1,1,1189,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Marianne Poot,45,1,1,1,7458,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,David Schreuders,6.1,1,1,0,133,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Femke Roosma,4,1,1,1,24609,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Jenneke van Pijpen,4,1,1,1,781,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Lene Grooten,4,1,1,1,2199,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Jasper Groen,4,1,1,0,1455,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Anke Bakker,40.1,1,1,1,6240,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Nenita La Rose,12,1,3,1,1312,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Yassmine El Ksaiji,5,1,6,1,2358,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Sofyan Mbarki,12,1,6,0,2186,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Imane Nadif,4,1,6,1,6540,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Aysegul Kilic,8.1,1,6,1,5407,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Mourad Taimounti,8.1,1,6,0,6818,2025,22,22,22,22
city,NED,Amsterdam,2018,NA,NA,71,9,1,1,NA,NA,0,45,45,FLPR,Numan Yilmaz,8.1,1,6,0,4522,2025,22,22,22,22
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,P.J.H.D. Verkoelen,8.3,1,0,1,5690,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,S. Langen,1,1,0,0,6369,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,E.C. Eskes,1,1,0,1,1365,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,T.J. Vonk,1.2,1,0,0,3935,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,S. Kasmi,5,1,0,0,7214,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,C.M. Zeegers,5,1,0,1,8811,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,N. Arsieni,5,1,0,1,1703,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,I. Wifferen,5,1,0,1,614,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,E.S. Walgenbach,5,1,0,1,655,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,S.R.T. Baarle,8.1,1,6,0,3460,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,E. Yigit,8.1,1,6,0,2144,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,F. Achbar,8.1,1,6,0,710,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,T. Kuzu,8.1,1,6,0,6614,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,J. Bokhove,4,1,0,NA,15695,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,L.L.P.R. Roest,4,1,0,NA,1269,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,S. Leewis,4,1,0,NA,379,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,J.P. Postma,4,1,0,NA,419,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,A. Kockelkoren,4,1,0,NA,1101,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,B.J. Eerdmans,14.4,1,0,0,36547,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,T.C. Hoogwerf,14.4,1,0,1,4543,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,M.J.W. Struijvenberg,14.4,1,0,0,482,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,M.G.J. Elck,14.4,1,0,0,283,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,E. Jami,14.4,1,6,0,86,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,B.J. Rij,14.4,1,0,0,211,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,B. Schaik,14.4,1,0,0,488,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,C. Aafjes - van Aalst,14.4,1,0,1,800,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,R.A.C.J. Simons,14.4,1,0,0,159,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,J. Esbeukman,14.4,1,0,0,91,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,G.J.M. Vreugdenhil,14.4,1,0,0,101,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,N. Ouali,14.5,1,6,0,6945,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,E. Büyükçifci,14.5,1,6,0,267,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,B.C. Kathmann,12,1,0,1,14266,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,G.J. Engberts,12,1,0,0,708,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,D. Yildirim,12,1,6,1,1120,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,D.P.A. Tak,12,1,0,0,368,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,N. Balwantsingh,12,1,5,0,2040,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,R.T.J. Velden,40.1,1,0,0,3722,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,M.J.P. Meeuwissen,7,1,0,0,6281,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,L.P.M. Kleijn,6.1,1,0,0,6430,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,M.L. Soares,6.1,1,6,1,1605,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,V.P.G. Karremans,45,1,0,0,16319,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,D.A. Groningen - de Haas,45,1,0,1,3460,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,J.W. Verheij,45,1,0,0,356,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,T.B. Versnel,45,1,0,0,359,2025,12,12,12,12
city,NED,Rotterdam,2018,NA,NA,76,4,0,2,NA,TRUE,NA,45,45,FLPR,P.J.P. Lansink - Bastemeijer,45,1,0,0,177,2025,12,12,12,12
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,A. Waveren,1,1,0,0,4600,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,G.C. Steeg,1,1,0,0,165,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,M. Ooijen,1.1,1,0,0,3077,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,R. Streefland-Driesprong,1.1,1,0,1,1359,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,A. Podt,5,1,0,1,8864,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,J. Ferket,5,1,0,1,1467,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,E. Bijsterbosch,5,1,0,1,1721,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,S.E. Schilderman,5,1,0,1,1756,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,M.A. Koning,5,1,0,NA,521,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,C.M. Dun,5,1,0,1,513,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,H.J.J.M. Bakker,5,1,0,NA,250,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,M. Saiah,5,1,6,NA,804,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,J.W. Schreuder,5,1,0,NA,175,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,H. Dekker-Abdulaziz,5,1,6,1,907,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,M. Sungur,8.1,1,6,0,3339,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,I. Abassi,8.1,1,6,0,952,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,A.H. Boer,4,1,0,1,18285,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,P.H. Corler,4,1,0,NA,529,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,F. Koning,4,1,0,1,3403,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,T.IJ.W. Weistra,4,1,0,NA,287,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,G. Deldjou Fard,4,1,6,1,3146,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,R. Heijne,4,1,0,1,1191,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,J. Kleinrensink,4,1,0,1,1198,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,P. Zwanenberg,4,1,0,NA,1304,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,E.C. Virginia,4,1,0,NA,145,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,G.H.C.J. Dekkers,4,1,0,NA,123,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,R. Zweth,12,1,0,0,3150,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,M.H. Assen,12,1,0,1,2558,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,B. Işik,12,1,6,0,724,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,E.M. Esch,40.1,1,0,1,5905,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,M. Heuven,40.1,1,0,0,380,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,H. Deún,7,1,0,0,4076,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,T.W. Schipper,6.1,1,0,0,3214,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,R. Wiegant,6.1,1,0,0,159,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,C.H. Bos,14.7,1,0,0,2379,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,T. Homan,14.8,1,0,0,1672,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,E.L. Oosters,14.8,1,0,1,1599,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,D.N.E.A. Gilissen,45,1,0,NA,10896,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,M.G. Dalen,45,1,0,NA,562,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,G. Hoonte,45,1,0,NA,258,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,M. Pagter,45,1,0,NA,195,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,E. Marel,45,1,0,NA,356,2025,15,15,15,15
city,NED,Utrecht,2018,NA,NA,71,3,0,2,NA,FALSE,NA,45,45,FLPR,T.A.A. Meerding,45,1,0,NA,1277,2025,15,15,15,15
2,CA,Sacramento,2020,340478,NA,32.4,12.7,28.9,20.3,NA,NA,0.4,8,1,SSD,ALLEN WARREN,2,1,2,0,3210,8,0,3,3,0
2,CA,Sacramento,2020,340478,NA,32.4,12.7,28.9,20.3,NA,NA,0.4,8,1,SSD,SEAN LOLOEE,7,1,6,0,2191,8,0,3,3,0
4,CA,Sacramento,2020,340478,NA,32.4,12.7,28.9,20.3,NA,NA,0.4,8,1,SSD,KATIE VALENZUELA,2,1,3,1,11570,8,1,3,3,1
6,CA,Sacramento,2020,340478,NA,32.4,12.7,28.9,20.3,NA,NA,0.4,8,1,SSD,ERIC GUERRA,2,1,3,0,9180,8,0,3,3,0
8,CA,Sacramento,2020,340478,NA,32.4,12.7,28.9,20.3,NA,NA,0.4,8,1,SSD,MAI VANG,2,1,4,1,4705,8,2,3,3,2
8,CA,Sacramento,2020,340478,NA,32.4,12.7,28.9,20.3,NA,NA,0.4,8,1,SSD,LES SIMMONS,2,1,2,0,3309,8,2,3,3,2
2,CA,Sacramento,2020,340478,NA,32.4,12.7,28.9,20.3,NA,NA,0.4,8,1,MR,SEAN LOLOEE,7,1,6,0,10166,8,0,3,3,0
8,CA,Sacramento,2020,340478,NA,32.4,12.7,28.9,20.3,NA,NA,0.4,8,1,MR,MAI VANG,2,1,4,1,10225,8,2,3,3,2
1,CA,Sacramento,2018,332670,NA,32.5,13,28.7,20.3,NA,NA,0.3,8,1,SSD,ANGELIQUE ASHBY,2,1,1,1,7731,8,1,1,1,1
3,CA,Sacramento,2018,332670,NA,32.5,13,28.7,20.3,NA,NA,0.3,8,1,SSD,JEFF S. HARRIS,2,1,1,0,10087,8,0,1,1,0
5,CA,Sacramento,2018,332670,NA,32.5,13,28.7,20.3,NA,NA,0.3,8,1,SSD,JAY SCHENIRER,2,1,1,0,6765,8,0,1,1,0
